type,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10
Control,30,38,4-Very,Small (5-99),Business taxes,Closed,198,3.6,2,Toronto
Control,40,47,4-Very,Small (5-99),Business taxes,Closed,108,3.6,2,Ottawa
Control,28,55,3-Moderately,Small (5-99),Insurance,Closed,201,3.1,2,Toronto
Control,39,55,4-Very,Micro (1-4),Rent,Closed,253,3.5,2,Hamilton
Control,35,43,4-Very,Small (5-99),Rent,Closed,414,4.5,3,Hamilton
Control,43,48,3-Moderately,Small (5-99),Business taxes,Closed,398,3.6,3,Toronto
Control,39,34,4-Very,Medium (100-499),Business taxes,Closed,16,3.4,1,Hamilton
Control,39,50,3-Moderately,Medium (100-499),Business taxes,Closed,371,4.2,2,Toronto
Control,24,39,5-Extremely,Small (5-99),Rent,Closed,29,3.5,2,Toronto
Control,36,40,3-Moderately,Micro (1-4),Business taxes,Closed,390,2.7,1,Toronto
Control,43,45,5-Extremely,Small (5-99),Rent,Closed,42,3,2,Toronto
Control,43,44,3-Moderately,Small (5-99),Insurance,Closed,79,3.9,2,Hamilton
Control,54,40,3-Moderately,Small (5-99),Payroll,Closed,421,3,2,Toronto
Control,51,44,5-Extremely,Small (5-99),Insurance,Closed,436,3.4,2,Toronto
Control,41,48,4-Very,Small (5-99),Business taxes,Closed,49,4.3,2,Toronto
Control,35,45,5-Extremely,Small (5-99),Paying vendors,Closed,117,3.6,1,Ottawa
Control,38,51,4-Very,Small (5-99),Business taxes,Closed,285,3.7,2,Toronto
Control,39,41,3-Moderately,Small (5-99),Insurance,Closed,404,3.4,2,Ottawa
Control,34,44,5-Extremely,Small (5-99),Payroll,Closed,86,3.8,2,Toronto
Control,39,44,5-Extremely,Small (5-99),Payroll,Closed,453,2.9,3,Ottawa
Control,39,48,4-Very,Micro (1-4),Business taxes,Closed,184,4.6,1,Toronto
Control,45,42,4-Very,Small (5-99),Paying vendors,Closed,387,3.5,2,Toronto
Control,44,44,4-Very,Micro (1-4),Rent,Closed,42,2.8,2,Toronto
Control,40,47,4-Very,Small (5-99),Paying vendors,Closed,92,3.8,2,Ottawa
Control,43,46,4-Very,Small (5-99),Business taxes,Closed,139,3,2,Toronto
Control,37,40,3-Moderately,Micro (1-4),Rent,Closed,285,2.8,2,Toronto
Control,28,58,5-Extremely,Small (5-99),Paying vendors,Closed,297,3.1,2,Toronto
Control,48,41,3-Moderately,Small (5-99),Payroll,Closed,281,4,2,Toronto
Control,41,42,4-Very,Micro (1-4),Business taxes,Closed,181,3.6,2,Hamilton
Control,36,49,5-Extremely,Small (5-99),Payroll,Closed,406,3.2,2,Toronto
Control,36,52,3-Moderately,Small (5-99),Insurance,Closed,219,4.1,2,Ottawa
Control,29,43,5-Extremely,Small (5-99),Business taxes,Closed,399,2.9,1,Toronto
Control,45,47,5-Extremely,Small (5-99),Rent,Closed,70,3.9,3,Thunder Bay
Control,22,46,5-Extremely,Small (5-99),Business taxes,Closed,438,4.1,2,Ottawa
Control,35,56,4-Very,Small (5-99),Insurance,Closed,216,4,2,Toronto
Control,33,40,4-Very,Small (5-99),Rent,Closed,476,2.6,2,Toronto
Control,39,49,5-Extremely,Micro (1-4),Business taxes,Closed,357,3.2,2,Toronto
Control,36,39,4-Very,Small (5-99),Rent,Closed,287,4,2,Thunder Bay
Control,39,48,2-Slightly,Small (5-99),Rent,Closed,348,3.9,1,Ottawa
Control,34,45,3-Moderately,Small (5-99),Paying vendors,Closed,444,4.3,2,Toronto
Control,36,51,2-Slightly,Small (5-99),Payroll,Closed,458,2.9,2,Toronto
Control,36,40,4-Very,Small (5-99),Insurance,Closed,371,4.1,2,Toronto
Control,41,45,5-Extremely,Small (5-99),Payroll,New,203,3.2,2,Toronto
Control,31,44,5-Extremely,Micro (1-4),Business taxes,Closed,188,2.6,3,Ottawa
Control,40,51,4-Very,Micro (1-4),Payroll,Closed,352,3.2,2,Toronto
Control,33,42,5-Extremely,Micro (1-4),Rent,Closed,370,3.5,2,Toronto
Control,29,44,3-Moderately,Micro (1-4),Business taxes,Closed,337,3.2,2,Toronto
Control,34,36,5-Extremely,Small (5-99),Rent,Closed,461,3.3,2,Toronto
Control,41,45,2-Slightly,Small (5-99),Business taxes,Closed,328,2.8,2,Ottawa
Control,28,46,3-Moderately,Small (5-99),Insurance,Closed,479,3.6,2,Ottawa
Control,36,44,2-Slightly,Small (5-99),Payroll,Closed,164,4.2,3,Toronto
Control,41,49,4-Very,Small (5-99),Insurance,New,495,3.3,2,Toronto
Control,35,43,5-Extremely,Micro (1-4),Rent,Closed,365,3.7,2,Hamilton
Control,45,50,5-Extremely,Small (5-99),Payroll,Closed,277,2.9,2,Ottawa
Control,31,32,3-Moderately,Small (5-99),Rent,Closed,290,3.8,2,Toronto
Control,36,44,2-Slightly,Small (5-99),Rent,Open,319,4,2,Toronto
Control,28,46,2-Slightly,Small (5-99),Business taxes,Closed,117,4.3,1,Toronto
Control,35,43,4-Very,Small (5-99),Insurance,Closed,123,3.7,2,Toronto
Control,37,57,2-Slightly,Small (5-99),Payroll,Closed,390,3,2,Toronto
Control,40,46,3-Moderately,Small (5-99),Business taxes,Closed,123,3.9,2,Toronto
Control,38,55,5-Extremely,Micro (1-4),Business taxes,Closed,312,4.2,2,Toronto
Control,45,55,4-Very,Small (5-99),Rent,Closed,434,3.2,2,Hamilton
Control,38,36,2-Slightly,Small (5-99),Payroll,Closed,0,4.4,2,Hamilton
Control,30,45,3-Moderately,Micro (1-4),Insurance,Closed,122,3.1,3,Toronto
Control,34,50,2-Slightly,Small (5-99),Business taxes,Closed,402,4.2,2,Toronto
Control,39,47,4-Very,Micro (1-4),Paying vendors,Closed,310,3.6,1,Toronto
Control,43,43,4-Very,Small (5-99),Paying vendors,Closed,463,2.8,2,Toronto
Control,44,43,4-Very,Small (5-99),Business taxes,Closed,292,3.1,3,Toronto
Control,28,45,3-Moderately,Small (5-99),Insurance,Closed,293,3.2,2,Toronto
Control,35,45,4-Very,Micro (1-4),Payroll,Closed,347,2.8,2,Toronto
Control,35,37,1-Not at all,Small (5-99),Business taxes,Closed,147,2.9,2,Toronto
Control,29,45,5-Extremely,Small (5-99),Rent,Closed,7,2.6,2,Ottawa
Control,42,57,4-Very,Micro (1-4),Payroll,Closed,462,2.7,2,Hamilton
Control,37,45,2-Slightly,Micro (1-4),Payroll,Closed,175,4.8,2,Ottawa
Control,50,47,4-Very,Small (5-99),Rent,Closed,323,3.4,2,Hamilton
Control,39,44,3-Moderately,Micro (1-4),Business taxes,Closed,155,2.8,1,Toronto
Control,41,45,3-Moderately,Micro (1-4),Rent,Closed,404,3.3,2,Ottawa
Control,35,50,5-Extremely,Small (5-99),Business taxes,Closed,265,3.1,2,Toronto
Control,35,49,2-Slightly,Micro (1-4),Paying vendors,Closed,23,3.9,4,Toronto
Control,41,45,5-Extremely,Micro (1-4),Business taxes,Closed,338,3.4,2,Toronto
Control,28,42,4-Very,Small (5-99),Rent,Closed,291,4.2,2,Toronto
Control,38,40,5-Extremely,Small (5-99),Payroll,Closed,63,4,2,Ottawa
Control,33,45,5-Extremely,Small (5-99),Rent,Closed,29,3.8,1,Hamilton
Control,43,52,4-Very,Small (5-99),Business taxes,Closed,132,3.3,2,Toronto
Control,32,47,3-Moderately,Small (5-99),Rent,Closed,103,4.2,2,Ottawa
Control,25,43,2-Slightly,Small (5-99),Business taxes,Closed,152,3.4,1,Hamilton
Control,41,41,4-Very,Micro (1-4),Rent,Closed,292,3.6,2,Toronto
Control,43,42,3-Moderately,Small (5-99),Insurance,Closed,364,4.1,1,Toronto
Control,31,44,4-Very,Micro (1-4),Paying vendors,Closed,300,3.4,2,Toronto
Control,31,44,2-Slightly,Small (5-99),Payroll,Closed,335,3.8,2,Ottawa
Control,41,45,5-Extremely,Micro (1-4),Rent,Closed,335,4.4,2,Toronto
Control,42,36,5-Extremely,Micro (1-4),Payroll,Closed,63,3.9,3,Hamilton
Control,37,50,4-Very,Small (5-99),Payroll,Closed,250,3.9,2,Ottawa
Control,38,47,3-Moderately,Small (5-99),Paying vendors,Closed,365,4.2,2,Toronto
Control,36,38,5-Extremely,Small (5-99),Insurance,Closed,64,4.3,2,Hamilton
Control,41,46,4-Very,Micro (1-4),Rent,Closed,446,3.4,1,London
Control,25,50,3-Moderately,Small (5-99),Business taxes,Closed,98,3.3,2,Toronto
Control,25,42,5-Extremely,Small (5-99),Rent,Closed,271,3.5,1,Toronto
Control,29,42,5-Extremely,Small (5-99),Insurance,Closed,319,2.8,2,Toronto
Control,40,37,3-Moderately,Small (5-99),Rent,Closed,322,2.8,2,Toronto
Control,40,42,4-Very,Small (5-99),Insurance,Closed,298,3,2,Toronto
Control,47,38,4-Very,Small (5-99),Payroll,Closed,486,2.6,2,Toronto
Control,38,45,5-Extremely,Small (5-99),Payroll,Closed,137,3.2,2,Thunder Bay
Control,40,40,5-Extremely,Small (5-99),Paying vendors,Closed,199,3.9,2,Ottawa
Control,44,40,4-Very,Micro (1-4),Insurance,Closed,439,3.3,2,Ottawa
Control,40,40,5-Extremely,Micro (1-4),Business taxes,Closed,152,4.7,2,Ottawa
Control,39,42,5-Extremely,Small (5-99),Business taxes,Open,211,4.2,2,Ottawa
Control,47,51,4-Very,Small (5-99),Paying vendors,Closed,265,3.1,2,Toronto
Control,37,45,4-Very,Micro (1-4),Rent,Open,337,4.1,2,Hamilton
Control,33,47,4-Very,Small (5-99),Payroll,Open,103,4.1,2,Thunder Bay
Control,39,43,5-Extremely,Small (5-99),Payroll,Closed,236,4,2,Toronto
Control,30,42,4-Very,Small (5-99),Insurance,Closed,104,4.3,3,Toronto
Control,47,46,4-Very,Small (5-99),Payroll,Closed,467,3.6,2,Toronto
Control,22,48,5-Extremely,Small (5-99),Payroll,Closed,36,3.1,3,Toronto
Control,49,55,3-Moderately,Medium (100-499),Rent,Closed,34,3.9,2,London
Control,30,48,4-Very,Micro (1-4),Business taxes,Closed,261,3.1,3,Toronto
Control,28,43,4-Very,Small (5-99),Payroll,Closed,86,3.3,2,Toronto
Control,37,35,5-Extremely,Small (5-99),Rent,Closed,45,2.9,3,London
Control,27,47,4-Very,Small (5-99),Business taxes,Closed,395,3.7,2,Toronto
Control,28,39,5-Extremely,Small (5-99),Insurance,Closed,253,3.2,2,Toronto
Control,28,46,3-Moderately,Small (5-99),Payroll,Closed,273,3.8,2,Ottawa
Control,32,49,2-Slightly,Small (5-99),Paying vendors,Closed,4,3.8,2,Toronto
Control,50,47,4-Very,Small (5-99),Business taxes,Closed,139,2.8,2,Hamilton
Control,39,34,5-Extremely,Small (5-99),Business taxes,Closed,228,3.4,2,Toronto
Control,30,48,4-Very,Micro (1-4),Payroll,Closed,267,4.3,2,Thunder Bay
Control,36,41,5-Extremely,Micro (1-4),Paying vendors,Closed,224,3,2,Toronto
Control,40,46,4-Very,Small (5-99),Business taxes,Closed,122,3.2,3,Toronto
Control,38,51,5-Extremely,Small (5-99),Paying vendors,Open,71,3.6,2,Toronto
Control,35,44,5-Extremely,Small (5-99),Rent,Closed,298,2.7,2,Toronto
Control,46,52,5-Extremely,Small (5-99),Paying vendors,Closed,249,2.6,3,Thunder Bay
Control,41,45,4-Very,Small (5-99),Paying vendors,Closed,405,3.7,2,Toronto
Control,43,47,5-Extremely,Small (5-99),Paying vendors,Closed,182,3.3,3,London
Control,26,44,5-Extremely,Small (5-99),Paying vendors,Closed,428,3.2,2,Toronto
Control,46,53,5-Extremely,Small (5-99),Rent,Closed,140,4.2,2,Toronto
Control,32,50,3-Moderately,Small (5-99),Business taxes,Closed,374,3.1,2,London
Control,43,44,5-Extremely,Small (5-99),Payroll,Closed,487,4.6,2,Toronto
Control,41,43,2-Slightly,Medium (100-499),Payroll,Closed,297,2.5,2,Toronto
Control,37,48,4-Very,Small (5-99),Business taxes,Closed,67,3.8,2,Ottawa
Control,36,39,5-Extremely,Micro (1-4),Insurance,Closed,5,3.4,2,Ottawa
Control,40,46,3-Moderately,Small (5-99),Rent,Closed,492,3.4,2,Thunder Bay
Control,42,46,4-Very,Small (5-99),Insurance,Closed,85,4.2,3,Toronto
Control,39,37,1-Not at all,Small (5-99),Payroll,Closed,59,3.8,1,Toronto
Control,41,50,1-Not at all,Small (5-99),Payroll,Closed,402,3.1,2,Toronto
Control,30,45,4-Very,Small (5-99),Business taxes,New,133,3.6,2,Toronto
Control,43,45,5-Extremely,Micro (1-4),Business taxes,Closed,270,3.8,1,Hamilton
Control,39,42,5-Extremely,Small (5-99),Business taxes,Closed,439,3.1,3,Thunder Bay
Control,40,48,3-Moderately,Micro (1-4),Insurance,Closed,305,3.7,1,Toronto
Control,36,44,4-Very,Small (5-99),Paying vendors,Closed,243,4.3,1,Toronto
Control,41,44,3-Moderately,Micro (1-4),Paying vendors,Closed,159,4.2,1,Toronto
Control,34,42,3-Moderately,Small (5-99),Business taxes,Closed,207,4,2,Hamilton
Control,39,44,4-Very,Small (5-99),Payroll,Closed,380,2.9,2,Toronto
Treated,45,46,5-Extremely,Small (5-99),Paying vendors,Open,422,3.8,2,Toronto
Treated,44,50,5-Extremely,Micro (1-4),Rent,Open,158,3.6,2,Ottawa
Treated,40,49,5-Extremely,Micro (1-4),Paying vendors,Open,177,3,2,Hamilton
Treated,42,55,3-Moderately,Small (5-99),Business taxes,Open,317,4.1,1,Hamilton
Treated,38,48,3-Moderately,Small (5-99),Paying vendors,Open,13,2.7,2,Toronto
Treated,35,46,5-Extremely,Micro (1-4),Insurance,Open,58,3.1,2,Toronto
Treated,42,56,4-Very,Small (5-99),Insurance,Open,442,3.6,2,Ottawa
Treated,37,50,5-Extremely,Small (5-99),Paying vendors,Open,442,3.3,1,Toronto
Treated,48,47,5-Extremely,Small (5-99),Business taxes,Open,265,3.7,2,Hamilton
Treated,46,59,4-Very,Small (5-99),Paying vendors,Open,245,3.7,3,Toronto
Treated,55,45,4-Very,Micro (1-4),Business taxes,Open,262,3.9,2,Toronto
Treated,51,51,3-Moderately,Micro (1-4),Business taxes,Open,246,3.5,2,Ottawa
Treated,44,52,5-Extremely,Micro (1-4),Rent,Open,336,2.6,2,Ottawa
Treated,54,52,3-Moderately,Small (5-99),Insurance,Open,174,3.6,2,Toronto
Treated,50,51,5-Extremely,Small (5-99),Business taxes,Open,430,3.7,2,London
Treated,48,42,4-Very,Small (5-99),Payroll,Open,400,3.6,2,Toronto
Treated,38,40,5-Extremely,Small (5-99),Insurance,Open,209,4.4,2,Toronto
Treated,50,45,5-Extremely,Small (5-99),Business taxes,Open,106,4.5,2,Toronto
Treated,44,48,4-Very,Small (5-99),Paying vendors,Open,370,3.1,2,Ottawa
Treated,39,47,4-Very,Small (5-99),Paying vendors,Open,196,3.9,2,Ottawa
Treated,42,50,4-Very,Small (5-99),Business taxes,Open,217,3.8,1,Toronto
Treated,41,51,2-Slightly,Small (5-99),Rent,Open,208,3.3,2,Thunder Bay
Treated,42,54,5-Extremely,Small (5-99),Payroll,Open,156,3.9,3,London
Treated,56,50,5-Extremely,Small (5-99),Rent,Open,264,3.9,2,Toronto
Treated,40,46,4-Very,Micro (1-4),Paying vendors,Open,127,3,2,Toronto
Treated,47,51,5-Extremely,Micro (1-4),Payroll,Open,174,3.7,2,Hamilton
Treated,50,52,5-Extremely,Small (5-99),Rent,Open,216,4.2,2,Toronto
Treated,58,56,5-Extremely,Small (5-99),Rent,Open,311,3.6,3,Toronto
Treated,52,60,4-Very,Small (5-99),Payroll,Open,366,4,2,London
Treated,47,55,4-Very,Micro (1-4),Paying vendors,Open,289,2.8,2,Toronto
Treated,39,43,2-Slightly,Micro (1-4),Paying vendors,Open,74,2,3,Toronto
Treated,42,44,5-Extremely,Small (5-99),Paying vendors,Open,198,3.4,2,Toronto
Treated,40,57,4-Very,Small (5-99),Paying vendors,Open,425,3.2,1,Hamilton
Treated,49,53,2-Slightly,Micro (1-4),Business taxes,Open,87,3.2,1,Ottawa
Treated,52,53,5-Extremely,Small (5-99),Insurance,Closed,173,3.3,1,Toronto
Treated,47,51,4-Very,Small (5-99),Business taxes,Open,417,3.7,2,Toronto
Treated,47,59,5-Extremely,Medium (100-499),Business taxes,Open,140,3,2,Toronto
Treated,35,50,5-Extremely,Small (5-99),Insurance,Open,494,3.7,1,Ottawa
Treated,54,52,4-Very,Small (5-99),Payroll,Open,446,3.6,1,Hamilton
Treated,46,46,4-Very,Small (5-99),Payroll,Open,84,4.4,2,Toronto
Treated,45,42,3-Moderately,Small (5-99),Insurance,Open,312,3.6,2,Toronto
Treated,42,40,2-Slightly,Small (5-99),Business taxes,Open,401,3.4,2,Toronto
Treated,59,44,4-Very,Small (5-99),Rent,Open,459,3.3,2,Toronto
Treated,44,54,4-Very,Small (5-99),Payroll,Open,37,3.3,2,Toronto
Treated,50,57,5-Extremely,Micro (1-4),Rent,Open,343,3.8,3,London
Treated,66,55,4-Very,Small (5-99),Rent,Open,399,3.1,2,London
Treated,46,49,5-Extremely,Micro (1-4),Insurance,Open,385,3.8,2,Toronto
Treated,52,47,4-Very,Small (5-99),Business taxes,Open,496,3,2,London
Treated,47,50,5-Extremely,Micro (1-4),Rent,Open,239,3.5,1,Toronto
Treated,47,55,3-Moderately,Small (5-99),Insurance,Open,6,3.7,1,Toronto
Treated,51,59,4-Very,Small (5-99),Business taxes,Open,327,2.9,1,Toronto
Treated,51,45,1-Not at all,Micro (1-4),Rent,Open,95,2.8,2,Toronto
Treated,33,38,4-Very,Micro (1-4),Payroll,Open,449,3.7,2,Ottawa
Treated,49,55,2-Slightly,Micro (1-4),Rent,Open,340,3.9,2,Ottawa
Treated,66,43,3-Moderately,Small (5-99),Business taxes,Open,76,2.8,3,Toronto
Treated,42,49,4-Very,Micro (1-4),Rent,Open,53,3.3,3,Toronto
Treated,52,57,5-Extremely,Small (5-99),Business taxes,Open,209,3.5,1,Toronto
Treated,57,45,4-Very,Small (5-99),Insurance,Open,216,4.3,2,Ottawa
Treated,43,53,5-Extremely,Micro (1-4),Insurance,Open,485,3.7,2,Toronto
Treated,49,53,4-Very,Small (5-99),Business taxes,Open,46,4.2,2,Hamilton
Treated,56,56,4-Very,Small (5-99),Paying vendors,Open,320,3.7,2,Toronto
Treated,47,53,3-Moderately,Small (5-99),Rent,Open,112,3,2,Toronto
Treated,52,50,1-Not at all,Small (5-99),Insurance,Open,109,3.1,2,Hamilton
Treated,53,52,3-Moderately,Small (5-99),Paying vendors,Open,96,3.9,2,Toronto
Treated,42,56,4-Very,Small (5-99),Paying vendors,Open,326,2.7,2,Toronto
Treated,53,58,3-Moderately,Micro (1-4),Insurance,Open,197,3.1,3,Toronto
Treated,55,52,4-Very,Small (5-99),Paying vendors,Open,331,4.1,1,Toronto
Treated,38,53,4-Very,Micro (1-4),Business taxes,Open,233,3.3,3,Ottawa
Treated,36,51,4-Very,Small (5-99),Rent,Open,309,3.2,2,London
Treated,45,54,4-Very,Small (5-99),Business taxes,Open,313,4.3,2,London
Treated,53,44,4-Very,Small (5-99),Business taxes,Open,238,3.5,1,Ottawa
Treated,48,52,4-Very,Small (5-99),Business taxes,Open,262,3.2,2,London
Treated,41,47,5-Extremely,Small (5-99),Payroll,Open,216,4.5,1,Toronto
Treated,41,49,4-Very,Small (5-99),Insurance,Open,50,3.5,2,Toronto
Treated,35,42,5-Extremely,Small (5-99),Business taxes,Open,399,3.4,2,Ottawa
Treated,44,57,2-Slightly,Small (5-99),Rent,Open,480,3.3,2,Toronto
Treated,55,44,4-Very,Small (5-99),Business taxes,Open,435,3.7,1,Toronto
Treated,53,47,4-Very,Small (5-99),Rent,Open,315,2.9,2,Hamilton
Treated,53,53,2-Slightly,Micro (1-4),Insurance,Open,222,3.2,2,Ottawa
Treated,45,39,4-Very,Small (5-99),Rent,Open,370,3.2,2,Toronto
Treated,44,43,3-Moderately,Micro (1-4),Paying vendors,Open,418,3.8,2,Toronto
Treated,46,41,4-Very,Small (5-99),Rent,Open,40,4,3,Hamilton
Treated,48,50,5-Extremely,Small (5-99),Rent,Open,69,2.9,3,Toronto
Treated,42,49,3-Moderately,Small (5-99),Payroll,Open,282,3.1,2,Toronto
Treated,52,54,5-Extremely,Small (5-99),Business taxes,Open,15,3.9,3,Hamilton
Treated,49,55,5-Extremely,Small (5-99),Payroll,Open,185,4.2,1,Toronto
Treated,40,48,5-Extremely,Micro (1-4),Paying vendors,Open,431,2.1,1,Ottawa
Treated,52,46,3-Moderately,Small (5-99),Rent,Open,341,4.2,1,Toronto
Treated,49,48,4-Very,Small (5-99),Insurance,Open,236,3.9,2,Hamilton
Treated,50,50,3-Moderately,Micro (1-4),Business taxes,Open,238,3,2,Toronto
Treated,48,57,5-Extremely,Small (5-99),Paying vendors,Open,82,3.7,1,Toronto
Treated,50,44,5-Extremely,Small (5-99),Business taxes,Open,298,3.5,2,Toronto
Treated,40,55,2-Slightly,Small (5-99),Paying vendors,Open,83,3.6,2,Toronto
Treated,40,50,5-Extremely,Small (5-99),Business taxes,Open,168,3.9,2,Toronto
Treated,50,46,3-Moderately,Small (5-99),Rent,Open,292,3.9,1,Ottawa
Treated,40,51,3-Moderately,Small (5-99),Rent,Open,450,2.9,2,Hamilton
Treated,46,50,4-Very,Micro (1-4),Payroll,Open,247,2.9,2,Toronto
Treated,53,53,2-Slightly,Small (5-99),Payroll,Open,311,3.4,2,Toronto
Treated,46,52,4-Very,Small (5-99),Rent,New,59,3.4,2,Ottawa
Treated,53,48,5-Extremely,Micro (1-4),Business taxes,Open,123,4.4,2,Toronto
Treated,48,49,5-Extremely,Small (5-99),Payroll,Open,176,4.1,2,Ottawa
Treated,48,48,5-Extremely,Small (5-99),Paying vendors,Open,73,3.7,2,Toronto
Treated,40,45,4-Very,Small (5-99),Payroll,Open,238,4.8,2,Toronto
Treated,54,51,5-Extremely,Small (5-99),Business taxes,Open,182,4.6,3,Toronto
Treated,56,48,5-Extremely,Small (5-99),Business taxes,Open,313,3.6,2,Toronto
Treated,59,45,5-Extremely,Micro (1-4),Rent,Open,38,3.2,2,Toronto
Treated,45,53,4-Very,Small (5-99),Payroll,Open,438,3.4,2,Toronto
Treated,50,45,5-Extremely,Small (5-99),Business taxes,Open,137,3.2,2,Toronto
Treated,51,44,5-Extremely,Small (5-99),Insurance,Open,265,3.6,2,Ottawa
Treated,50,53,5-Extremely,Small (5-99),Payroll,Open,125,4,1,Ottawa
Treated,54,47,5-Extremely,Small (5-99),Rent,Open,305,3.7,2,Toronto
Treated,44,47,5-Extremely,Micro (1-4),Insurance,Open,54,3.8,2,London
Treated,54,50,5-Extremely,Micro (1-4),Rent,Open,405,3.7,3,London
Treated,54,50,3-Moderately,Small (5-99),Rent,Open,349,3.5,3,Toronto
Treated,56,52,4-Very,Small (5-99),Business taxes,Open,334,3.4,3,Toronto
Treated,44,59,5-Extremely,Small (5-99),Business taxes,Open,38,3.6,2,Toronto
Treated,46,45,5-Extremely,Small (5-99),Rent,Open,41,3.2,2,Hamilton
Treated,47,55,4-Very,Small (5-99),Rent,Open,355,3.3,3,Ottawa
Treated,45,55,2-Slightly,Small (5-99),Business taxes,Open,277,3.3,2,Toronto
Treated,42,53,4-Very,Micro (1-4),Paying vendors,Open,16,2.9,2,Toronto
Treated,43,47,4-Very,Medium (100-499),Insurance,Open,161,3.7,2,Hamilton
Treated,50,45,2-Slightly,Small (5-99),Payroll,Open,54,3.4,2,Toronto
Treated,43,55,5-Extremely,Small (5-99),Insurance,Open,370,3.8,2,Ottawa
Treated,49,47,3-Moderately,Small (5-99),Payroll,Open,361,3.1,1,Toronto
Treated,47,52,2-Slightly,Micro (1-4),Rent,Open,401,3.6,2,Toronto
Treated,47,52,5-Extremely,Micro (1-4),Paying vendors,Open,134,3.4,2,Toronto
Treated,45,39,1-Not at all,Micro (1-4),Payroll,Open,294,3.8,2,Toronto
Treated,44,44,5-Extremely,Small (5-99),Rent,Open,429,3.5,2,Toronto
Treated,54,48,3-Moderately,Small (5-99),Payroll,Open,333,3.4,2,Ottawa
Treated,52,45,4-Very,Small (5-99),Business taxes,New,127,3.4,3,Ottawa
Treated,42,53,2-Slightly,Small (5-99),Rent,Open,432,3.3,2,London
Treated,50,48,5-Extremely,Small (5-99),Business taxes,Closed,451,3.1,2,London
Treated,47,47,4-Very,Small (5-99),Business taxes,Open,147,3.7,3,Hamilton
Treated,62,51,4-Very,Micro (1-4),Payroll,Open,67,4,2,Ottawa
Treated,36,46,4-Very,Micro (1-4),Rent,Open,228,2.8,2,Ottawa
Treated,52,46,5-Extremely,Micro (1-4),Insurance,Open,299,4,3,Toronto
Treated,36,50,3-Moderately,Small (5-99),Business taxes,Open,306,2.8,1,Toronto
Treated,48,51,5-Extremely,Small (5-99),Insurance,Open,299,3.7,3,Toronto
Treated,38,41,5-Extremely,Small (5-99),Business taxes,Open,156,4.6,2,Toronto
Treated,53,58,4-Very,Small (5-99),Insurance,Open,28,3.7,2,Toronto
Treated,43,55,5-Extremely,Micro (1-4),Paying vendors,Open,244,2.7,1,Toronto
Treated,43,54,5-Extremely,Small (5-99),Paying vendors,Open,183,3.6,2,London
Treated,53,41,5-Extremely,Small (5-99),Payroll,Open,96,3.6,2,Toronto
Treated,45,49,4-Very,Micro (1-4),Business taxes,Open,195,2.4,3,London
Treated,53,58,3-Moderately,Small (5-99),Paying vendors,Open,312,2.9,2,Toronto
Treated,54,52,4-Very,Small (5-99),Business taxes,Open,315,3.8,2,Toronto
Treated,59,58,4-Very,Small (5-99),Insurance,Open,146,4.5,2,Toronto
Treated,40,52,5-Extremely,Small (5-99),Rent,Open,367,3.2,1,Ottawa
Treated,44,56,2-Slightly,Small (5-99),Payroll,Open,40,2.6,2,Toronto
Treated,45,42,5-Extremely,Small (5-99),Rent,Open,143,4,1,Toronto
Treated,44,50,5-Extremely,Small (5-99),Rent,Open,385,3,2,Toronto
Treated,50,55,5-Extremely,Small (5-99),Business taxes,Open,455,4.1,3,Toronto
Treated,57,47,5-Extremely,Small (5-99),Rent,Open,83,3.6,3,Toronto
Treated,37,48,5-Extremely,Small (5-99),Business taxes,Open,272,4.1,2,Toronto
Treated,40,47,4-Very,Small (5-99),Rent,Open,40,3.1,2,Ottawa
Treated,43,52,5-Extremely,Small (5-99),Insurance,Open,491,3.2,2,Hamilton
Treated,46,49,5-Extremely,Small (5-99),Paying vendors,Open,495,2.6,0,Toronto
Treated,44,44,4-Very,Small (5-99),Rent,New,301,2.9,2,Ottawa
Treated,47,53,3-Moderately,Micro (1-4),Paying vendors,Open,10,2.6,3,Hamilton
Treated,48,52,4-Very,Small (5-99),Rent,Open,121,3.6,2,Ottawa
Treated,47,51,4-Very,Small (5-99),Paying vendors,New,48,3.2,2,Toronto
Treated,38,44,5-Extremely,Small (5-99),Business taxes,Open,370,3.7,3,Ottawa
Treated,51,48,4-Very,Small (5-99),Payroll,Open,198,4,3,Toronto
Treated,48,51,4-Very,Small (5-99),Paying vendors,Open,477,2.5,2,Ottawa
Treated,49,54,5-Extremely,Small (5-99),Rent,Open,264,2.9,2,Ottawa
Treated,45,50,5-Extremely,Small (5-99),Rent,Open,73,3.3,2,Ottawa
Treated,43,50,2-Slightly,Small (5-99),Rent,Open,149,2.9,1,Toronto
Treated,47,49,5-Extremely,Micro (1-4),Payroll,Open,314,4.1,2,Toronto
Treated,56,51,4-Very,Small (5-99),Payroll,Open,248,3.5,2,Toronto
Treated,60,49,4-Very,Small (5-99),Business taxes,Open,443,3.7,2,Toronto
Treated,38,56,5-Extremely,Small (5-99),Rent,New,429,3.2,2,Toronto
Treated,54,56,1-Not at all,Small (5-99),Rent,Open,246,3.2,2,Toronto
Treated,45,56,4-Very,Small (5-99),Paying vendors,Open,159,3.8,1,Toronto
Treated,39,42,5-Extremely,Small (5-99),Business taxes,Open,19,3.4,2,Toronto
